token	corpus size	all contexts size	frequency	co-frequency	specificity
spisu	377948	13783	5	2	1.92
chrześcijaństwo	377948	13783	5	2	1.92
obojętność	377948	13783	5	2	1.92
odczuwa	377948	13783	5	2	1.92
zniszczenie	377948	13783	5	2	1.92
zwrócenie	377948	13783	5	2	1.92
STh	377948	13783	5	2	1.92
zwracają	377948	13783	5	2	1.92
kategorie	377948	13783	5	2	1.92
karać	377948	13783	5	2	1.92
Dwór	377948	13783	5	2	1.92
błędnych	377948	13783	5	2	1.92
Krzysztof	377948	13783	5	2	1.92
cielesny	377948	13783	5	2	1.92
rel	377948	13783	5	2	1.92
Wystawa	377948	13783	5	2	1.92
pozwalające	377948	13783	5	2	1.92
analogicznym	377948	13783	5	2	1.92
szczególnej	377948	13783	5	2	1.92
większą	377948	13783	5	2	1.92
osłabienia	377948	13783	5	2	1.92
wartościową	377948	13783	5	2	1.92
całą	377948	13783	73	7	1.92
można	377948	13783	277	17	1.89
muszą	377948	13783	27	4	1.88
pozwala	377948	13783	27	4	1.88
Adama	377948	13783	27	4	1.88
dusza	377948	13783	93	8	1.87
powieści	377948	13783	93	8	1.87
jeśli	377948	13783	172	12	1.86
Kategorie	377948	13783	15	3	1.85
wpływ	377948	13783	15	3	1.85
Szymon	377948	13783	15	3	1.85
któremu	377948	13783	15	3	1.85
braku	377948	13783	15	3	1.85
Amerski	377948	13783	15	3	1.85
polityczne	377948	13783	15	3	1.85
Jednak	377948	13783	28	4	1.83
platoniczna	377948	13783	43	5	1.82
powieść	377948	13783	29	4	1.78
Harry	377948	13783	16	3	1.78
interpretacji	377948	13783	16	3	1.78
walczyć	377948	13783	16	3	1.78
odpowiedzialność	377948	13783	16	3	1.78
uznać	377948	13783	16	3	1.78
czynienia	377948	13783	16	3	1.78
formą	377948	13783	16	3	1.78
w	377948	13783	9355	354	1.77
Książki	377948	13783	6	2	1.76
płaci	377948	13783	6	2	1.76
twitter-x	377948	13783	6	2	1.76
pierwszemu	377948	13783	6	2	1.76
chrześcijańska	377948	13783	6	2	1.76
am	377948	13783	6	2	1.76
złożoną	377948	13783	6	2	1.76
całkowitej	377948	13783	6	2	1.76
piciu	377948	13783	6	2	1.76
przejawy	377948	13783	6	2	1.76
małżeństwie	377948	13783	6	2	1.76
godnie	377948	13783	6	2	1.76
zwany	377948	13783	6	2	1.76
przewinienie	377948	13783	6	2	1.76
odróżnić	377948	13783	6	2	1.76
zaleca	377948	13783	6	2	1.76
wypływa	377948	13783	6	2	1.76
dążyć	377948	13783	6	2	1.76
pomaga	377948	13783	6	2	1.76
rozdział	377948	13783	6	2	1.76
zaniedbania	377948	13783	6	2	1.76
srogi	377948	13783	6	2	1.76
English	377948	13783	6	2	1.76
współcześnie	377948	13783	6	2	1.76
premierze	377948	13783	6	2	1.76
należycie	377948	13783	6	2	1.76
poważnym	377948	13783	6	2	1.76
poszczególnych	377948	13783	6	2	1.76
współmałżonka	377948	13783	6	2	1.76
Księgi	377948	13783	6	2	1.76
Bajkow	377948	13783	6	2	1.76
rozumieniu	377948	13783	6	2	1.76
wyjątkowo	377948	13783	6	2	1.76
Narodowym	377948	13783	6	2	1.76
diabłem	377948	13783	6	2	1.76
wskazać	377948	13783	6	2	1.76
występki	377948	13783	6	2	1.76
Przysposobienie	377948	13783	6	2	1.76
obronne	377948	13783	6	2	1.76
technologia	377948	13783	6	2	1.76
3.	377948	13783	6	2	1.76
4.	377948	13783	6	2	1.76
leżący	377948	13783	6	2	1.76
dział	377948	13783	6	2	1.76
szatanowi	377948	13783	6	2	1.76
dużej	377948	13783	6	2	1.76
sumienie	377948	13783	6	2	1.76
powyższych	377948	13783	6	2	1.76
Zalewska	377948	13783	6	2	1.76
śmierć	377948	13783	98	8	1.76
wolności	377948	13783	45	5	1.75
miłość	377948	13783	159	11	1.75
trzech	377948	13783	30	4	1.73
świętego	377948	13783	30	4	1.73
tylu	377948	13783	17	3	1.71
naturalne	377948	13783	17	3	1.71
katolicki	377948	13783	17	3	1.71
czynu	377948	13783	17	3	1.71
pokolenia	377948	13783	17	3	1.71
traci	377948	13783	17	3	1.71
nasze	377948	13783	101	8	1.70
inne	377948	13783	82	7	1.70
społeczeństwa	377948	13783	31	4	1.69
czegoś	377948	13783	31	4	1.69
staje	377948	13783	64	6	1.69
Bogu	377948	13783	83	7	1.67
z	377948	13783	5449	209	1.67
wielu	377948	13783	65	6	1.66
świadomości	377948	13783	32	4	1.65
choć	377948	13783	124	9	1.65
dotyczy	377948	13783	18	3	1.64
sensu	377948	13783	18	3	1.64
podstawie	377948	13783	18	3	1.64
III	377948	13783	66	6	1.64
Wspomniała	377948	13783	7	2	1.63
potępia	377948	13783	7	2	1.63
zadawać	377948	13783	7	2	1.63
nieuporządkowane	377948	13783	7	2	1.63
Zrozumienie	377948	13783	7	2	1.63
perspektywę	377948	13783	7	2	1.63
narzędzie	377948	13783	7	2	1.63
codziennym	377948	13783	7	2	1.63
współczesne	377948	13783	7	2	1.63
Pobierz	377948	13783	7	2	1.63
konkursie	377948	13783	7	2	1.63
spośród	377948	13783	7	2	1.63
powinniśmy	377948	13783	7	2	1.63
kontroli	377948	13783	7	2	1.63
zdrada	377948	13783	7	2	1.63
przebaczy	377948	13783	7	2	1.63
czytane	377948	13783	7	2	1.63
Wiemy	377948	13783	7	2	1.63
znakiem	377948	13783	7	2	1.63
odwrotnie	377948	13783	7	2	1.63
masy	377948	13783	7	2	1.63
Inaczej	377948	13783	7	2	1.63
przodków	377948	13783	7	2	1.63
cudzym	377948	13783	7	2	1.63
Pożądanie	377948	13783	7	2	1.63
v=	377948	13783	7	2	1.63
43,46	377948	13783	7	2	1.63
pokusa	377948	13783	7	2	1.63
polityka	377948	13783	7	2	1.63
Zamiast	377948	13783	7	2	1.63
odnajdujemy	377948	13783	7	2	1.63
fantasy	377948	13783	7	2	1.63
Dlatego	377948	13783	49	5	1.62
prowadzi	377948	13783	49	5	1.62
jeżeli	377948	13783	67	6	1.61
ile	377948	13783	67	6	1.61
2019	377948	13783	33	4	1.61
znajduje	377948	13783	33	4	1.61
państwa	377948	13783	33	4	1.61
to	377948	13783	3230	127	1.60
2025	377948	13783	68	6	1.59
jasno	377948	13783	19	3	1.59
zbawienia	377948	13783	19	3	1.59
punktu	377948	13783	19	3	1.59
lecz	377948	13783	216	13	1.58
innym	377948	13783	51	5	1.56
Jest	377948	13783	197	12	1.54
żalu	377948	13783	35	4	1.53
nowego	377948	13783	35	4	1.53
rozpusty	377948	13783	20	3	1.53
J	377948	13783	20	3	1.53
szelest	377948	13783	20	3	1.53
wolnej	377948	13783	8	2	1.53
tkwi	377948	13783	8	2	1.53
Potter	377948	13783	8	2	1.53
przeżywa	377948	13783	8	2	1.53
kategoriach	377948	13783	8	2	1.53
Prowadzenie	377948	13783	8	2	1.53
Komentarze	377948	13783	8	2	1.53
ciężarem	377948	13783	8	2	1.53
pokutne	377948	13783	8	2	1.53
wymagają	377948	13783	8	2	1.53
warunkiem	377948	13783	8	2	1.53
2011	377948	13783	8	2	1.53
Pies	377948	13783	8	2	1.53
poziomu	377948	13783	8	2	1.53
Nauczanie	377948	13783	8	2	1.53
punkt	377948	13783	8	2	1.53
społeczeństwie	377948	13783	8	2	1.53
Różaniec	377948	13783	8	2	1.53
Grzechem	377948	13783	8	2	1.53
Vianney	377948	13783	8	2	1.53
kazaniu	377948	13783	8	2	1.53
karze	377948	13783	8	2	1.53
oceny	377948	13783	8	2	1.53
postawa	377948	13783	8	2	1.53
sprzeczne	377948	13783	8	2	1.53
kobiecie	377948	13783	8	2	1.53
wyjaśnienia	377948	13783	8	2	1.53
powtarza	377948	13783	8	2	1.53
społeczną	377948	13783	8	2	1.53
następne	377948	13783	8	2	1.53
Piśmie	377948	13783	8	2	1.53
Reconciliatio	377948	13783	8	2	1.53
paenitentia	377948	13783	8	2	1.53
trzecim	377948	13783	8	2	1.53
społeczność	377948	13783	8	2	1.53
Następny	377948	13783	8	2	1.53
Konrada	377948	13783	53	5	1.51
dwóch	377948	13783	36	4	1.50
podobnie	377948	13783	36	4	1.50
II	377948	13783	92	7	1.50
zrywa	377948	13783	21	3	1.48
czasy	377948	13783	21	3	1.48
Ks	377948	13783	21	3	1.48
nadal	377948	13783	21	3	1.48
młodzieży	377948	13783	21	3	1.48
ludzkości	377948	13783	21	3	1.48
obrazy	377948	13783	21	3	1.48
najczęściej	377948	13783	21	3	1.48
dlatego	377948	13783	73	6	1.48
pełni	377948	13783	37	4	1.46
każdym	377948	13783	37	4	1.46
sztuka	377948	13783	37	4	1.46
mówić	377948	13783	94	7	1.46
Jezus	377948	13783	55	5	1.46
Dlaczego	377948	13783	55	5	1.46
którą	377948	13783	95	7	1.44
jeden	377948	13783	138	9	1.44
aby	377948	13783	138	9	1.44
nadmierna	377948	13783	1	1	1.44
odsłona	377948	13783	1	1	1.44
ulegania	377948	13783	1	1	1.44
popełnili	377948	13783	1	1	1.44
analogiczny	377948	13783	1	1	1.44
posiadanych	377948	13783	1	1	1.44
Big	377948	13783	1	1	1.44
stories	377948	13783	1	1	1.44
wtrącanie	377948	13783	1	1	1.44
liczymy	377948	13783	1	1	1.44
spotkaliśmy	377948	13783	1	1	1.44
postanowiliśmy	377948	13783	1	1	1.44
wyrazi	377948	13783	1	1	1.44
nałoży	377948	13783	1	1	1.44
srogą	377948	13783	1	1	1.44
wyborczą	377948	13783	1	1	1.44
LGBT	377948	13783	1	1	1.44
BMi	377948	13783	1	1	1.44
KP	377948	13783	1	1	1.44
NG	377948	13783	1	1	1.44
CHRZEŚCIJAŃSKA	377948	13783	1	1	1.44
FILOZOFIA	377948	13783	1	1	1.44
ŻYCIA	377948	13783	1	1	1.44
Tilman	377948	13783	1	1	1.44
Największa	377948	13783	1	1	1.44
rewolucyjnym	377948	13783	1	1	1.44
niebezpiecznej	377948	13783	1	1	1.44
wystrzegał	377948	13783	1	1	1.44
ograniczonością	377948	13783	1	1	1.44
odróżni	377948	13783	1	1	1.44
pociągi	377948	13783	1	1	1.44
niegodnym	377948	13783	1	1	1.44
obrzydliwy	377948	13783	1	1	1.44
pochwycony	377948	13783	1	1	1.44
kłamstwie	377948	13783	1	1	1.44
złodziejstwie	377948	13783	1	1	1.44
nienawidzieć	377948	13783	1	1	1.44
najgłębszy	377948	13783	1	1	1.44
brzydzić	377948	13783	1	1	1.44
najświętszej	377948	13783	1	1	1.44
prawodawczej	377948	13783	1	1	1.44
łupinę	377948	13783	1	1	1.44
łupina	377948	13783	1	1	1.44
niewdzięczność	377948	13783	1	1	1.44
nieprzyznawanie	377948	13783	1	1	1.44
